dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,atemp,hum,windspeed,cnt,day,time_of_day,comfortable_temp,comfortable_humidity
2011-04-13 07:00:00,2,0,4,7,0,3,1,3,0.3485,1.0,0.2239,70,13,2,0,0
2011-04-13 08:00:00,2,0,4,8,0,3,1,3,0.3939,0.94,0.194,164,13,2,0,0
2011-04-13 09:00:00,2,0,4,9,0,3,1,2,0.3939,0.94,0.2239,65,13,2,0,0
2011-04-13 10:00:00,2,0,4,10,0,3,1,2,0.4091,0.87,0.194,46,13,2,1,0
2011-04-13 11:00:00,2,0,4,11,0,3,1,2,0.4242,0.82,0.194,61,13,2,1,0
2011-04-13 12:00:00,2,0,4,12,0,3,1,3,0.4242,0.82,0.2537,95,13,2,1,0
2011-04-13 13:00:00,2,0,4,13,0,3,1,2,0.4394,0.77,0.194,61,13,0,1,0
2011-04-13 14:00:00,2,0,4,14,0,3,1,2,0.4242,0.77,0.2537,106,13,0,1,0
2011-04-13 15:00:00,2,0,4,15,0,3,1,2,0.4394,0.72,0.2836,81,13,0,1,0
2011-04-13 16:00:00,2,0,4,16,0,3,1,1,0.4545,0.67,0.2836,142,13,0,1,0
2011-04-13 17:00:00,2,0,4,17,0,3,1,1,0.4545,0.67,0.2985,309,13,0,1,0
2011-04-13 18:00:00,2,0,4,18,0,3,1,1,0.4394,0.62,0.3881,321,13,0,1,0
2011-04-13 19:00:00,2,0,4,19,0,3,1,1,0.4394,0.62,0.2537,175,13,1,1,0
2011-04-13 20:00:00,2,0,4,20,0,3,1,1,0.4394,0.62,0.2537,126,13,1,1,0
2011-04-13 21:00:00,2,0,4,21,0,3,1,1,0.4242,0.67,0.1642,117,13,1,1,0
2011-04-13 22:00:00,2,0,4,22,0,3,1,1,0.4242,0.67,0.194,99,13,1,1,0
2011-04-13 23:00:00,2,0,4,23,0,3,1,1,0.4091,0.71,0.1343,62,13,1,1,0
2011-04-14 00:00:00,2,0,4,0,0,4,1,1,0.3939,0.76,0.1343,21,14,3,0,0
2011-04-14 01:00:00,2,0,4,1,0,4,1,1,0.3939,0.76,0.2239,10,14,3,0,0
2011-04-14 02:00:00,2,0,4,2,0,4,1,1,0.3485,0.76,0.1343,3,14,3,0,0
2011-04-14 03:00:00,2,0,4,3,0,4,1,1,0.3333,0.81,0.1343,2,14,3,0,0
2011-04-14 04:00:00,2,0,4,4,0,4,1,1,0.3636,0.76,0.0,9,14,3,0,0
2011-04-14 05:00:00,2,0,4,5,0,4,1,1,0.3485,0.76,0.0896,14,14,3,0,0
2011-04-14 06:00:00,2,0,4,6,0,4,1,1,0.3485,0.76,0.1045,70,14,3,0,0
2011-04-14 07:00:00,2,0,4,7,0,4,1,1,0.3939,0.66,0.0,193,14,2,0,0
2011-04-14 08:00:00,2,0,4,8,0,4,1,1,0.4242,0.58,0.1642,337,14,2,1,0
2011-04-14 09:00:00,2,0,4,9,0,4,1,1,0.4545,0.51,0.1343,170,14,2,1,1
2011-04-14 10:00:00,2,0,4,10,0,4,1,1,0.4848,0.51,0.194,89,14,2,1,1
2011-04-14 11:00:00,2,0,4,11,0,4,1,1,0.5,0.45,0.1642,115,14,2,1,1
2011-04-14 12:00:00,2,0,4,12,0,4,1,1,0.5152,0.42,0.1343,145,14,2,1,1
2011-04-14 13:00:00,2,0,4,13,0,4,1,1,0.5303,0.37,0.2239,159,14,0,1,1
2011-04-14 14:00:00,2,0,4,14,0,4,1,1,0.5303,0.35,0.0896,137,14,0,1,1
2011-04-14 15:00:00,2,0,4,15,0,4,1,1,0.6212,0.31,0.0896,142,14,0,1,1
2011-04-14 16:00:00,2,0,4,16,0,4,1,1,0.6061,0.26,0.1045,202,14,0,1,1
2011-04-14 17:00:00,2,0,4,17,0,4,1,1,0.6061,0.28,0.0,388,14,0,1,1
2011-04-14 18:00:00,2,0,4,18,0,4,1,1,0.5303,0.3,0.0,337,14,0,1,1
2011-04-14 19:00:00,2,0,4,19,0,4,1,1,0.5152,0.32,0.0,259,14,1,1,1
2011-04-14 20:00:00,2,0,4,20,0,4,1,1,0.4848,0.51,0.194,169,14,1,1,1
2011-04-14 21:00:00,2,0,4,21,0,4,1,1,0.4545,0.63,0.1343,145,14,1,1,0
2011-04-14 22:00:00,2,0,4,22,0,4,1,1,0.4697,0.55,0.1045,104,14,1,1,0
2011-04-14 23:00:00,2,0,4,23,1,4,1,1,0.4545,0.59,0.1045,47,14,1,1,0
2011-04-15 00:00:00,2,0,4,0,1,5,0,1,0.4394,0.67,0.0,27,15,3,1,0
2011-04-15 01:00:00,2,0,4,1,1,5,0,1,0.4394,0.62,0.0,15,15,3,1,0
2011-04-15 02:00:00,2,0,4,2,1,5,0,1,0.4091,0.76,0.0,18,15,3,1,0
2011-04-15 03:00:00,2,0,4,3,1,5,0,1,0.4091,0.76,0.0,3,15,3,1,0
2011-04-15 04:00:00,2,0,4,4,1,5,0,1,0.3939,0.82,0.0896,3,15,3,0,0
2011-04-15 05:00:00,2,0,4,5,1,5,0,1,0.3636,0.81,0.1045,13,15,3,0,0
2011-04-15 06:00:00,2,0,4,6,1,5,0,1,0.3636,0.81,0.0896,47,15,3,0,0
2011-04-15 07:00:00,2,0,4,7,1,5,0,1,0.4091,0.71,0.1642,149,15,2,1,0
2011-04-15 08:00:00,2,0,4,8,1,5,0,1,0.4394,0.62,0.2985,300,15,2,1,0
2011-04-15 09:00:00,2,0,4,9,1,5,0,1,0.4848,0.55,0.194,178,15,2,1,0
2011-04-15 10:00:00,2,0,4,10,1,5,0,1,0.4848,0.55,0.194,122,15,2,1,0
2011-04-15 11:00:00,2,0,4,11,1,5,0,1,0.5,0.55,0.194,136,15,2,1,0
2011-04-15 12:00:00,2,0,4,12,1,5,0,1,0.5,0.55,0.2836,200,15,2,1,0
2011-04-15 13:00:00,2,0,4,13,1,5,0,1,0.5152,0.52,0.2537,180,15,0,1,1
2011-04-15 14:00:00,2,0,4,14,1,5,0,1,0.5152,0.52,0.2537,163,15,0,1,1
2011-04-15 15:00:00,2,0,4,15,1,5,0,1,0.5152,0.52,0.4478,162,15,0,1,1
2011-04-15 16:00:00,2,0,4,16,1,5,0,1,0.5,0.55,0.4925,243,15,0,1,0
2011-04-15 17:00:00,2,0,4,17,1,5,0,2,0.4848,0.63,0.3881,331,15,0,1,0
2011-04-15 18:00:00,2,0,4,18,1,5,0,2,0.4545,0.67,0.3881,263,15,0,1,0
2011-04-15 19:00:00,2,0,4,19,1,5,0,1,0.4242,0.77,0.3881,209,15,1,1,0
2011-04-15 20:00:00,2,0,4,20,1,5,0,2,0.4091,0.76,0.3284,118,15,1,1,0
2011-04-15 21:00:00,2,0,4,21,1,5,0,2,0.4091,0.76,0.2985,102,15,1,1,0
2011-04-15 22:00:00,2,0,4,22,1,5,0,2,0.3939,0.82,0.3881,80,15,1,0,0
2011-04-15 23:00:00,2,0,4,23,1,5,0,2,0.3485,0.81,0.194,64,15,1,0,0
2011-04-16 00:00:00,2,0,4,0,0,6,0,2,0.3485,0.81,0.2239,43,16,3,0,0
2011-04-16 01:00:00,2,0,4,1,0,6,0,2,0.3333,0.87,0.2836,33,16,3,0,0
2011-04-16 02:00:00,2,0,4,2,0,6,0,2,0.3485,0.87,0.1343,24,16,3,0,0
2011-04-16 03:00:00,2,0,4,3,0,6,0,2,0.3485,0.87,0.1642,14,16,3,0,0
2011-04-16 04:00:00,2,0,4,4,0,6,0,2,0.3485,0.87,0.2239,5,16,3,0,0
2011-04-16 05:00:00,2,0,4,5,0,6,0,2,0.3939,0.87,0.2836,4,16,3,0,0
2011-04-16 06:00:00,2,0,4,6,0,6,0,3,0.4091,0.82,0.3284,10,16,3,1,0
2011-04-16 07:00:00,2,0,4,7,0,6,0,2,0.4091,0.82,0.4179,21,16,2,1,0
2011-04-16 08:00:00,2,0,4,8,0,6,0,3,0.4091,0.87,0.3582,45,16,2,1,0
2011-04-16 09:00:00,2,0,4,9,0,6,0,3,0.4091,1.0,0.2985,29,16,2,1,0
2011-04-16 10:00:00,2,0,4,10,0,6,0,3,0.4242,0.94,0.3881,22,16,2,1,0
2011-04-16 11:00:00,2,0,4,11,0,6,0,3,0.4242,0.94,0.4478,31,16,2,1,0
2011-04-16 12:00:00,2,0,4,12,0,6,0,2,0.4545,0.88,0.5821,32,16,2,1,0
2011-04-16 13:00:00,2,0,4,13,0,6,0,3,0.4545,0.94,0.5224,58,16,0,1,0
2011-04-16 14:00:00,2,0,4,14,0,6,0,3,0.5,0.83,0.5821,63,16,0,1,0
2011-04-16 15:00:00,2,0,4,15,0,6,0,3,0.5,0.83,0.5821,78,16,0,1,0
2011-04-16 16:00:00,2,0,4,16,0,6,0,3,0.4848,0.88,0.4627,33,16,0,1,0
2011-04-16 17:00:00,2,0,4,17,0,6,0,3,0.4848,0.88,0.5821,15,16,0,1,0
2011-04-16 18:00:00,2,0,4,18,0,6,0,2,0.4848,0.94,0.3881,38,16,0,1,0
2011-04-16 19:00:00,2,0,4,19,0,6,0,2,0.5,0.94,0.4179,71,16,1,1,0
2011-04-16 20:00:00,2,0,4,20,0,6,0,3,0.4394,0.94,0.2239,53,16,1,1,0
2011-04-16 21:00:00,2,0,4,21,0,6,0,2,0.4394,0.94,0.0,14,16,1,1,0
2011-04-16 22:00:00,2,0,4,22,0,6,0,3,0.4242,1.0,0.0,24,16,1,1,0
2011-04-16 23:00:00,2,0,4,23,0,6,0,2,0.4394,0.77,0.2836,35,16,1,1,0
2011-04-17 00:00:00,2,0,4,0,0,0,0,2,0.4394,0.77,0.2836,33,17,3,1,0
2011-04-17 01:00:00,2,0,4,1,0,0,0,1,0.4242,0.67,0.2239,31,17,3,1,0
2011-04-17 02:00:00,2,0,4,2,0,0,0,1,0.4091,0.62,0.194,29,17,3,1,0
2011-04-17 03:00:00,2,0,4,3,0,0,0,1,0.4091,0.66,0.1343,25,17,3,1,0
2011-04-17 04:00:00,2,0,4,4,0,0,0,1,0.3636,0.76,0.1045,7,17,3,0,0
2011-04-17 05:00:00,2,0,4,5,0,0,0,1,0.3485,0.71,0.1642,3,17,3,0,0
2011-04-17 06:00:00,2,0,4,6,0,0,0,1,0.3182,0.66,0.4478,8,17,3,0,0
2011-04-17 07:00:00,2,0,4,7,0,0,0,1,0.3333,0.5,0.3582,16,17,2,0,1
2011-04-17 08:00:00,2,0,4,8,0,0,0,1,0.3939,0.46,0.3881,43,17,2,0,1
2011-04-17 09:00:00,2,0,4,9,0,0,0,1,0.4091,0.43,0.2836,102,17,2,1,1
2011-04-17 10:00:00,2,0,4,10,0,0,0,1,0.4242,0.44,0.4478,211,17,2,1,1
2011-04-17 11:00:00,2,0,4,11,0,0,0,1,0.4545,0.41,0.4179,304,17,2,1,1
2011-04-17 12:00:00,2,0,4,12,0,0,0,1,0.4545,0.38,0.3881,354,17,2,1,1
2011-04-17 13:00:00,2,0,4,13,0,0,0,1,0.4848,0.34,0.3881,343,17,0,1,1
2011-04-17 14:00:00,2,0,4,14,0,0,0,1,0.5,0.34,0.3881,361,17,0,1,1
2011-04-17 15:00:00,2,0,4,15,0,0,0,1,0.5152,0.32,0.5224,388,17,0,1,1
2011-04-17 16:00:00,2,0,4,16,0,0,0,1,0.5152,0.3,0.3582,343,17,0,1,1
2011-04-17 17:00:00,2,0,4,17,0,0,0,1,0.5303,0.3,0.4478,306,17,0,1,1
2011-04-17 18:00:00,2,0,4,18,0,0,0,1,0.5303,0.3,0.3881,277,17,0,1,1
2011-04-17 19:00:00,2,0,4,19,0,0,0,1,0.5303,0.3,0.2985,210,17,1,1,1
2011-04-17 20:00:00,2,0,4,20,0,0,0,1,0.5,0.36,0.194,141,17,1,1,1
2011-04-17 21:00:00,2,0,4,21,0,0,0,1,0.4848,0.42,0.194,83,17,1,1,1
2011-04-17 22:00:00,2,0,4,22,0,0,0,1,0.4848,0.39,0.1045,70,17,1,1,1
2011-04-17 23:00:00,2,0,4,23,0,0,0,1,0.4394,0.67,0.1642,56,17,1,1,0
2011-04-18 00:00:00,2,0,4,0,0,1,1,1,0.4545,0.47,0.0896,39,18,3,1,1
2011-04-18 01:00:00,2,0,4,1,0,1,1,1,0.4545,0.47,0.1343,19,18,3,1,1
2011-04-18 02:00:00,2,0,4,2,0,1,1,1,0.4242,0.67,0.1045,16,18,3,1,0
2011-04-18 03:00:00,2,0,4,3,0,1,1,1,0.4242,0.62,0.1045,7,18,3,1,0
2011-04-18 04:00:00,2,0,4,4,0,1,1,1,0.4091,0.87,0.1642,6,18,3,1,0
2011-04-18 05:00:00,2,0,4,5,0,1,1,1,0.4091,0.76,0.0896,16,18,3,1,0
2011-04-18 06:00:00,2,0,4,6,0,1,1,1,0.4091,0.82,0.0,54,18,3,1,0
2011-04-18 07:00:00,2,0,4,7,0,1,1,1,0.4545,0.63,0.0,168,18,2,1,0
2011-04-18 08:00:00,2,0,4,8,0,1,1,1,0.4545,0.63,0.0,297,18,2,1,0
2011-04-18 09:00:00,2,0,4,9,0,1,1,2,0.4848,0.55,0.1045,169,18,2,1,0
2011-04-18 10:00:00,2,0,4,10,0,1,1,2,0.5,0.55,0.1045,109,18,2,1,0
2011-04-18 11:00:00,2,0,4,11,0,1,1,2,0.5152,0.52,0.0896,123,18,2,1,1
2011-04-18 12:00:00,2,0,4,12,0,1,1,2,0.5303,0.49,0.0896,184,18,2,1,1
2011-04-18 13:00:00,2,0,4,13,0,1,1,2,0.5303,0.49,0.1642,169,18,0,1,1
2011-04-18 14:00:00,2,0,4,14,0,1,1,2,0.5455,0.49,0.194,144,18,0,1,1
2011-04-18 15:00:00,2,0,4,15,0,1,1,2,0.6212,0.43,0.194,176,18,0,1,1
2011-04-18 16:00:00,2,0,4,16,0,1,1,1,0.6212,0.46,0.2836,205,18,0,1,1
2011-04-18 17:00:00,2,0,4,17,0,1,1,1,0.5455,0.49,0.2836,428,18,0,1,1
2011-04-18 18:00:00,2,0,4,18,0,1,1,1,0.6212,0.31,0.3582,362,18,0,1,1
2011-04-18 19:00:00,2,0,4,19,0,1,1,1,0.5303,0.46,0.2537,286,18,1,1,1
2011-04-18 20:00:00,2,0,4,20,0,1,1,1,0.6212,0.33,0.2985,165,18,1,1,1
2011-04-18 21:00:00,2,0,4,21,0,1,1,1,0.5303,0.37,0.2836,151,18,1,1,1
2011-04-18 22:00:00,2,0,4,22,0,1,1,1,0.5,0.55,0.2836,90,18,1,1,0
2011-04-18 23:00:00,2,0,4,23,0,1,1,1,0.4848,0.59,0.2537,46,18,1,1,0
2011-04-19 00:00:00,2,0,4,0,0,2,1,1,0.4848,0.55,0.2239,25,19,3,1,0
2011-04-19 01:00:00,2,0,4,1,0,2,1,1,0.4545,0.63,0.2239,7,19,3,1,0
2011-04-19 02:00:00,2,0,4,2,0,2,1,1,0.4545,0.67,0.2836,13,19,3,1,0
2011-04-19 03:00:00,2,0,4,3,0,2,1,1,0.4697,0.63,0.2239,3,19,3,1,0
2011-04-19 04:00:00,2,0,4,4,0,2,1,1,0.4545,0.67,0.0896,5,19,3,1,0
2011-04-19 05:00:00,2,0,4,5,0,2,1,2,0.4545,0.72,0.194,18,19,3,1,0
2011-04-19 06:00:00,2,0,4,6,0,2,1,2,0.4697,0.67,0.0,65,19,3,1,0
2011-04-19 07:00:00,2,0,4,7,0,2,1,2,0.5,0.55,0.0,188,19,2,1,0
2011-04-19 08:00:00,2,0,4,8,0,2,1,2,0.4848,0.68,0.1343,351,19,2,1,0
2011-04-19 09:00:00,2,0,4,9,0,2,1,3,0.5,0.63,0.0896,162,19,2,1,0
2011-04-19 10:00:00,2,0,4,10,0,2,1,2,0.4848,0.72,0.2239,75,19,2,1,0
2011-04-19 11:00:00,2,0,4,11,0,2,1,2,0.5152,0.68,0.1642,72,19,2,1,0
2011-04-19 12:00:00,2,0,4,12,0,2,1,2,0.5152,0.64,0.0896,103,19,2,1,0
2011-04-19 13:00:00,2,0,4,13,0,2,1,2,0.5152,0.68,0.2239,129,19,0,1,0
2011-04-19 14:00:00,2,0,4,14,0,2,1,2,0.5152,0.64,0.194,107,19,0,1,0
2011-04-19 15:00:00,2,0,4,15,0,2,1,2,0.5152,0.65,0.1642,127,19,0,1,0
2011-04-19 16:00:00,2,0,4,16,0,2,1,1,0.5303,0.52,0.2985,192,19,0,1,1
2011-04-19 17:00:00,2,0,4,17,0,2,1,1,0.5303,0.6,0.1045,411,19,0,1,0
2011-04-19 18:00:00,2,0,4,18,0,2,1,2,0.5152,0.64,0.1343,421,19,0,1,0
2011-04-19 19:00:00,2,0,4,19,0,2,1,2,0.4848,0.72,0.194,276,19,1,1,0
2011-04-19 20:00:00,2,0,4,20,0,2,1,2,0.4848,0.72,0.2239,168,19,1,1,0
2011-04-19 21:00:00,2,0,4,21,0,2,1,2,0.4848,0.72,0.1343,122,19,1,1,0
2011-04-19 22:00:00,2,0,4,22,0,2,1,1,0.4697,0.77,0.0896,112,19,1,1,0
2011-04-19 23:00:00,2,0,4,23,0,2,1,1,0.4545,0.88,0.0896,52,19,1,1,0
2011-04-20 00:00:00,2,0,4,0,0,3,1,1,0.4394,0.88,0.1343,33,20,3,1,0
2011-04-20 01:00:00,2,0,4,1,0,3,1,1,0.4242,0.94,0.1642,7,20,3,1,0
2011-04-20 02:00:00,2,0,4,2,0,3,1,1,0.4242,0.94,0.1642,2,20,3,1,0
2011-04-20 03:00:00,2,0,4,3,0,3,1,1,0.4242,0.94,0.0,2,20,3,1,0
2011-04-20 04:00:00,2,0,4,4,0,3,1,1,0.4091,1.0,0.1045,9,20,3,1,0
2011-04-20 05:00:00,2,0,4,5,0,3,1,1,0.4091,0.94,0.194,15,20,3,1,0
2011-04-20 06:00:00,2,0,4,6,0,3,1,1,0.4242,0.94,0.1642,64,20,3,1,0
2011-04-20 07:00:00,2,0,4,7,0,3,1,1,0.4394,0.94,0.0,237,20,2,1,0
2011-04-20 08:00:00,2,0,4,8,0,3,1,1,0.6061,0.69,0.4627,396,20,2,1,0
2011-04-20 09:00:00,2,0,4,9,0,3,1,1,0.6212,0.61,0.2836,197,20,2,1,0
2011-04-20 10:00:00,2,0,4,10,0,3,1,1,0.6061,0.69,0.0896,131,20,2,1,0
2011-04-20 11:00:00,2,0,4,11,0,3,1,1,0.6061,0.69,0.0896,118,20,2,1,0
2011-04-20 12:00:00,2,0,4,12,0,3,1,1,0.6515,0.48,0.3881,145,20,2,0,1
2011-04-20 13:00:00,2,0,4,13,0,3,1,1,0.6515,0.48,0.3881,177,20,0,0,1
2011-04-20 14:00:00,2,0,4,14,0,3,1,1,0.6515,0.4,0.4627,148,20,0,0,1
2011-04-20 15:00:00,2,0,4,15,0,3,1,2,0.6667,0.35,0.3582,145,20,0,0,1
2011-04-20 16:00:00,2,0,4,16,0,3,1,2,0.6667,0.35,0.3582,255,20,0,0,1
2011-04-20 17:00:00,2,0,4,17,0,3,1,2,0.6515,0.37,0.4179,432,20,0,0,1
2011-04-20 18:00:00,2,0,4,18,0,3,1,1,0.6515,0.3,0.3582,441,20,0,0,1
2011-04-20 19:00:00,2,0,4,19,0,3,1,1,0.6364,0.32,0.2537,383,20,1,1,1
2011-04-20 20:00:00,2,0,4,20,0,3,1,1,0.6212,0.32,0.1045,225,20,1,1,1
2011-04-20 21:00:00,2,0,4,21,0,3,1,1,0.6212,0.36,0.2836,172,20,1,1,1
2011-04-20 22:00:00,2,0,4,22,0,3,1,1,0.6212,0.41,0.2537,117,20,1,1,1
2011-04-20 23:00:00,2,0,4,23,0,3,1,1,0.6212,0.4,0.3284,93,20,1,1,1
2011-04-21 00:00:00,2,0,4,0,0,4,1,1,0.5303,0.43,0.3582,44,21,3,1,1
2011-04-21 01:00:00,2,0,4,1,0,4,1,1,0.5,0.45,0.2239,26,21,3,1,1
2011-04-21 02:00:00,2,0,4,2,0,4,1,1,0.4848,0.42,0.3881,13,21,3,1,1
2011-04-21 03:00:00,2,0,4,3,0,4,1,2,0.4545,0.51,0.4627,7,21,3,1,1
2011-04-21 04:00:00,2,0,4,4,0,4,1,2,0.4394,0.54,0.4478,6,21,3,1,1
2011-04-21 05:00:00,2,0,4,5,0,4,1,2,0.4242,0.54,0.5522,14,21,3,1,1
2011-04-21 06:00:00,2,0,4,6,0,4,1,2,0.4091,0.58,0.5821,75,21,3,1,0
2011-04-21 07:00:00,2,0,4,7,0,4,1,2,0.4242,0.47,0.4627,198,21,2,1,1
2011-04-21 08:00:00,2,0,4,8,0,4,1,2,0.4091,0.5,0.4925,365,21,2,1,1
2011-04-21 09:00:00,2,0,4,9,0,4,1,2,0.4242,0.47,0.2836,196,21,2,1,1
2011-04-21 10:00:00,2,0,4,10,0,4,1,1,0.4242,0.44,0.3582,98,21,2,1,1
2011-04-21 11:00:00,2,0,4,11,0,4,1,1,0.4394,0.41,0.2836,133,21,2,1,1
2011-04-21 12:00:00,2,0,4,12,0,4,1,1,0.4545,0.38,0.1642,199,21,2,1,1
2011-04-21 13:00:00,2,0,4,13,0,4,1,1,0.4697,0.33,0.3284,177,21,0,1,1
2011-04-21 14:00:00,2,0,4,14,0,4,1,1,0.4848,0.34,0.3881,228,21,0,1,1
2011-04-21 15:00:00,2,0,4,15,0,4,1,1,0.5,0.29,0.4179,235,21,0,1,1
2011-04-21 16:00:00,2,0,4,16,0,4,1,1,0.5,0.27,0.3582,294,21,0,1,1
2011-04-21 17:00:00,2,0,4,17,0,4,1,1,0.4848,0.29,0.1642,481,21,0,1,1
2011-04-21 18:00:00,2,0,4,18,0,4,1,1,0.4848,0.25,0.2836,452,21,0,1,0
2011-04-21 19:00:00,2,0,4,19,0,4,1,1,0.4545,0.28,0.2836,324,21,1,1,1
2011-04-21 20:00:00,2,0,4,20,0,4,1,1,0.4394,0.3,0.1343,204,21,1,1,1
2011-04-21 21:00:00,2,0,4,21,0,4,1,1,0.4242,0.47,0.194,184,21,1,1,1
2011-04-21 22:00:00,2,0,4,22,0,4,1,1,0.4242,0.38,0.0896,137,21,1,1,1
2011-04-21 23:00:00,2,0,4,23,0,4,1,1,0.4091,0.43,0.1045,99,21,1,1,1
2011-04-22 00:00:00,2,0,4,0,0,5,1,1,0.3485,0.62,0.194,33,22,3,0,0
2011-04-22 01:00:00,2,0,4,1,0,5,1,1,0.3333,0.53,0.2537,24,22,3,0,1
2011-04-22 02:00:00,2,0,4,2,0,5,1,1,0.3333,0.53,0.2985,9,22,3,0,1
2011-04-22 03:00:00,2,0,4,3,0,5,1,1,0.3333,0.53,0.2985,2,22,3,0,1
2011-04-22 04:00:00,2,0,4,4,0,5,1,1,0.3182,0.53,0.2836,3,22,3,0,1
2011-04-22 05:00:00,2,0,4,5,0,5,1,1,0.3182,0.53,0.2239,16,22,3,0,1
2011-04-22 06:00:00,2,0,4,6,0,5,1,1,0.3182,0.53,0.2836,49,22,3,0,1
2011-04-22 07:00:00,2,0,4,7,0,5,1,2,0.3182,0.53,0.2836,180,22,2,0,1
2011-04-22 08:00:00,2,0,4,8,0,5,1,2,0.3182,0.53,0.2537,346,22,2,0,1
2011-04-22 09:00:00,2,0,4,9,0,5,1,3,0.303,0.61,0.2985,195,22,2,0,0
2011-04-22 10:00:00,2,0,4,10,0,5,1,2,0.3485,0.62,0.194,136,22,2,0,0
2011-04-22 11:00:00,2,0,4,11,0,5,1,3,0.3333,0.66,0.194,106,22,2,0,0
2011-04-22 12:00:00,2,0,4,12,0,5,1,3,0.3333,0.76,0.1343,80,22,2,0,0
2011-04-22 13:00:00,2,0,4,13,0,5,1,3,0.3333,0.87,0.194,40,22,0,0,0
2011-04-22 14:00:00,2,0,4,14,0,5,1,3,0.3182,0.87,0.2537,36,22,0,0,0
2011-04-22 15:00:00,2,0,4,15,0,5,1,3,0.3333,0.87,0.194,75,22,0,0,0
2011-04-22 16:00:00,2,0,4,16,0,5,1,3,0.3333,0.87,0.1343,62,22,0,0,0
2011-04-22 17:00:00,2,0,4,17,0,5,1,3,0.303,0.93,0.2239,69,22,0,0,0
2011-04-22 18:00:00,2,0,4,18,0,5,1,3,0.303,0.93,0.2239,51,22,0,0,0
2011-04-22 19:00:00,2,0,4,19,0,5,1,3,0.303,0.93,0.2239,55,22,1,0,0
2011-04-22 20:00:00,2,0,4,20,0,5,1,3,0.303,0.87,0.2239,47,22,1,0,0
2011-04-22 21:00:00,2,0,4,21,0,5,1,3,0.303,0.93,0.1642,28,22,1,0,0
2011-04-22 22:00:00,2,0,4,22,0,5,1,3,0.303,1.0,0.1343,24,22,1,0,0
2011-04-22 23:00:00,2,0,4,23,0,5,1,3,0.3333,0.93,0.1045,17,22,1,0,0
2011-04-23 00:00:00,2,0,4,0,0,6,0,2,0.3182,1.0,0.194,18,23,3,0,0
2011-04-23 01:00:00,2,0,4,1,0,6,0,2,0.3182,1.0,0.194,16,23,3,0,0
2011-04-23 02:00:00,2,0,4,2,0,6,0,3,0.3333,1.0,0.1343,17,23,3,0,0
2011-04-23 03:00:00,2,0,4,3,0,6,0,3,0.3333,1.0,0.0896,4,23,3,0,0
2011-04-23 04:00:00,2,0,4,4,0,6,0,3,0.3636,1.0,0.0,5,23,3,0,0
2011-04-23 05:00:00,2,0,4,5,0,6,0,3,0.3636,1.0,0.0,7,23,3,0,0
2011-04-23 06:00:00,2,0,4,6,0,6,0,2,0.3333,1.0,0.1642,11,23,3,0,0
2011-04-23 07:00:00,2,0,4,7,0,6,0,3,0.3333,1.0,0.1642,19,23,2,0,0
2011-04-23 08:00:00,2,0,4,8,0,6,0,2,0.3333,1.0,0.2537,47,23,2,0,0
2011-04-23 09:00:00,2,0,4,9,0,6,0,2,0.3939,0.94,0.2985,68,23,2,0,0
2011-04-23 10:00:00,2,0,4,10,0,6,0,2,0.4242,0.88,0.2239,129,23,2,1,0
2011-04-23 11:00:00,2,0,4,11,0,6,0,2,0.4545,0.88,0.2239,232,23,2,1,0
2011-04-23 12:00:00,2,0,4,12,0,6,0,1,0.5,0.83,0.4179,291,23,2,1,0
2011-04-23 13:00:00,2,0,4,13,0,6,0,1,0.5,0.83,0.3881,312,23,0,1,0
2011-04-23 14:00:00,2,0,4,14,0,6,0,1,0.5455,0.78,0.3582,391,23,0,1,0
2011-04-23 15:00:00,2,0,4,15,0,6,0,1,0.5909,0.73,0.3881,397,23,0,1,0
2011-04-23 16:00:00,2,0,4,16,0,6,0,1,0.5909,0.73,0.2836,426,23,0,1,0
2011-04-23 17:00:00,2,0,4,17,0,6,0,1,0.5909,0.73,0.3284,383,23,0,1,0
2011-04-23 18:00:00,2,0,4,18,0,6,0,1,0.5455,0.78,0.194,376,23,0,1,0
2011-04-23 19:00:00,2,0,4,19,0,6,0,1,0.5303,0.83,0.2836,283,23,1,1,0
2011-04-23 20:00:00,2,0,4,20,0,6,0,2,0.5152,0.88,0.2537,183,23,1,1,0
2011-04-23 21:00:00,2,0,4,21,0,6,0,2,0.5303,0.83,0.2836,135,23,1,1,0
2011-04-23 22:00:00,2,0,4,22,0,6,0,2,0.5455,0.78,0.2537,169,23,1,1,0
2011-04-23 23:00:00,2,0,4,23,0,6,0,2,0.5152,0.88,0.1642,117,23,1,1,0
2011-04-24 00:00:00,2,0,4,0,0,0,0,1,0.5,0.83,0.2239,96,24,3,1,0
2011-04-24 01:00:00,2,0,4,1,0,0,0,1,0.4848,0.88,0.194,54,24,3,1,0
2011-04-24 02:00:00,2,0,4,2,0,0,0,1,0.4848,0.88,0.194,72,24,3,1,0
2011-04-24 03:00:00,2,0,4,3,0,0,0,1,0.4848,0.94,0.0896,24,24,3,1,0
2011-04-24 04:00:00,2,0,4,4,0,0,0,1,0.4848,0.94,0.0896,5,24,3,1,0
2011-04-24 05:00:00,2,0,4,5,0,0,0,1,0.4848,0.94,0.0896,12,24,3,1,0
2011-04-24 06:00:00,2,0,4,6,0,0,0,2,0.4848,1.0,0.0,13,24,3,1,0
